ab,about,0.5667,above,0.3,able,0.1,abominable,0.0334
go,going,0.2778,go,0.2408,good,0.1667,got,0.1112,goldberry,0.0556
the,the,0.6268,they,0.154,them,0.0682,there,0.0627,their,0.045
mer,merry,0.9474,merrily,0.0264,merely,0.0264
fro,frodo,0.491,from,0.4364,front,0.0728
gr,great,0.197,ground,0.1819,grass,0.1516,grey,0.1364,grew,0.0758
gol,goldberry,0.6,golden,0.4
sam,sam,1.0

